timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1684310064040,4,Sign Out,200,OK,Thread Group 1-2,text,true,,5255,1285,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,2,0,0
1684310064040,2,Sign Out-0,302,Found,Thread Group 1-2,,true,,333,647,25,25,http://127.0.0.1:8080/jpetstore/actions/Account.action?signoff=,2,0,0
1684310064042,2,Sign Out-1,200,OK,Thread Group 1-2,text,true,,4922,638,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,2,0,0
1684310064075,3,Reptiles,200,OK,Thread Group 1-21,text,true,,3506,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,3,0,0
1684310064132,6,Sign Out,200,OK,Thread Group 1-4,text,true,,5255,1285,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,3,0,0
1684310064132,3,Sign Out-0,302,Found,Thread Group 1-4,,true,,333,647,25,25,http://127.0.0.1:8080/jpetstore/actions/Account.action?signoff=,3,0,0
1684310064135,3,Sign Out-1,200,OK,Thread Group 1-4,text,true,,4922,638,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,3,0,0
1684310064141,5,Reptiles,200,OK,Thread Group 1-22,text,true,,3506,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,5,0,0
1684310064182,5,Sign Out,200,OK,Thread Group 1-5,text,true,,5255,1285,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,3,0,0
1684310064182,3,Sign Out-0,302,Found,Thread Group 1-5,,true,,333,647,25,25,http://127.0.0.1:8080/jpetstore/actions/Account.action?signoff=,3,0,0
