timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1684310064185,2,Sign Out-1,200,OK,Thread Group 1-5,text,true,,4922,638,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,1,0,0
1684310064203,4,Reptiles,200,OK,Thread Group 1-23,text,true,,3506,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,4,0,0
1684310064234,3,Reptiles,200,OK,Thread Group 1-25,text,true,,3506,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,3,0,0
1684310064236,3,Reptiles,200,OK,Thread Group 1-24,text,true,,3506,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,3,0,0
1684310064285,6,Sign Out,200,OK,Thread Group 1-6,text,true,,5255,1285,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,3,0,0
1684310064285,3,Sign Out-0,302,Found,Thread Group 1-6,,true,,333,647,25,25,http://127.0.0.1:8080/jpetstore/actions/Account.action?signoff=,3,0,0
1684310064288,3,Sign Out-1,200,OK,Thread Group 1-6,text,true,,4922,638,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,3,0,0
1684310064328,6,Sign Out,200,OK,Thread Group 1-8,text,true,,5255,1285,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,3,0,0
1684310064328,3,Sign Out-0,302,Found,Thread Group 1-8,,true,,333,647,25,25,http://127.0.0.1:8080/jpetstore/actions/Account.action?signoff=,3,0,0
1684310064331,3,Sign Out-1,200,OK,Thread Group 1-8,text,true,,4922,638,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,3,0,0
1684310064409,5,Sign Out,200,OK,Thread Group 1-7,text,true,,5255,1285,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,3,0,0
1684310064409,3,Sign Out-0,302,Found,Thread Group 1-7,,true,,333,647,25,25,http://127.0.0.1:8080/jpetstore/actions/Account.action?signoff=,3,0,0
1684310064412,2,Sign Out-1,200,OK,Thread Group 1-7,text,true,,4922,638,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,2,0,0
1684310064555,4,Sign Out,200,OK,Thread Group 1-9,text,true,,6095,1216,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,2,0,0
1684310064555,2,Sign Out-0,302,Found,Thread Group 1-9,,true,,333,647,25,25,http://127.0.0.1:8080/jpetstore/actions/Account.action?signoff=,2,0,0
1684310064557,2,Sign Out-1,200,OK,Thread Group 1-9,text,true,,5762,569,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,2,0,0
1684310064636,5,Sign Out,200,OK,Thread Group 1-10,text,true,,5255,1285,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,2,0,0
1684310064636,2,Sign Out-0,302,Found,Thread Group 1-10,,true,,333,647,25,25,http://127.0.0.1:8080/jpetstore/actions/Account.action?signoff=,2,0,0
1684310064639,2,Sign Out-1,200,OK,Thread Group 1-10,text,true,,4922,638,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,2,0,0
1684310064662,5,Sign Out,200,OK,Thread Group 1-11,text,true,,5255,1285,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,2,0,0
1684310064662,2,Sign Out-0,302,Found,Thread Group 1-11,,true,,333,647,25,25,http://127.0.0.1:8080/jpetstore/actions/Account.action?signoff=,2,0,0
1684310064665,2,Sign Out-1,200,OK,Thread Group 1-11,text,true,,4922,638,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,2,0,0
1684310064803,12,Sign Out,200,OK,Thread Group 1-12,text,true,,5255,1285,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,3,0,0
1684310064803,3,Sign Out-0,302,Found,Thread Group 1-12,,true,,333,647,25,25,http://127.0.0.1:8080/jpetstore/actions/Account.action?signoff=,3,0,0
1684310064806,9,Sign Out-1,200,OK,Thread Group 1-12,text,true,,4922,638,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,9,0,0
1684310064914,5,Sign Out,200,OK,Thread Group 1-14,text,true,,5255,1285,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,3,0,0
1684310064914,3,Sign Out-0,302,Found,Thread Group 1-14,,true,,333,647,25,25,http://127.0.0.1:8080/jpetstore/actions/Account.action?signoff=,3,0,0
1684310064917,2,Sign Out-1,200,OK,Thread Group 1-14,text,true,,4922,638,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,2,0,0
1684310064993,6,Sign Out,200,OK,Thread Group 1-15,text,true,,5255,1285,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,3,0,0
1684310064993,3,Sign Out-0,302,Found,Thread Group 1-15,,true,,333,647,25,25,http://127.0.0.1:8080/jpetstore/actions/Account.action?signoff=,3,0,0
1684310064996,3,Sign Out-1,200,OK,Thread Group 1-15,text,true,,4922,638,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,3,0,0
1684310065005,6,Sign Out,200,OK,Thread Group 1-13,text,true,,5255,1285,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,4,0,0
1684310065005,4,Sign Out-0,302,Found,Thread Group 1-13,,true,,333,647,25,25,http://127.0.0.1:8080/jpetstore/actions/Account.action?signoff=,4,0,0
1684310065009,2,Sign Out-1,200,OK,Thread Group 1-13,text,true,,4922,638,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,2,0,0
1684310065121,14,Sign Out,200,OK,Thread Group 1-17,text,true,,5255,1285,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,2,0,0
1684310065121,2,Sign Out-0,302,Found,Thread Group 1-17,,true,,333,647,25,25,http://127.0.0.1:8080/jpetstore/actions/Account.action?signoff=,2,0,0
1684310065123,12,Sign Out-1,200,OK,Thread Group 1-17,text,true,,4922,638,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,12,0,0
1684310065133,6,Sign Out,200,OK,Thread Group 1-16,text,true,,5255,1285,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,2,0,0
1684310065133,2,Sign Out-0,302,Found,Thread Group 1-16,,true,,333,647,25,25,http://127.0.0.1:8080/jpetstore/actions/Account.action?signoff=,2,0,0
1684310065135,4,Sign Out-1,200,OK,Thread Group 1-16,text,true,,4922,638,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,4,0,0
1684310065337,5,Sign Out,200,OK,Thread Group 1-19,text,true,,5255,1285,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,3,0,0
1684310065337,3,Sign Out-0,302,Found,Thread Group 1-19,,true,,333,647,25,25,http://127.0.0.1:8080/jpetstore/actions/Account.action?signoff=,3,0,0
1684310065340,2,Sign Out-1,200,OK,Thread Group 1-19,text,true,,4922,638,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,2,0,0
1684310065350,1,Home,200,OK,Thread Group 1-1,text,true,,1351,196,25,25,http://localhost:8080/jpetstore/,1,0,0
1684310065396,6,Sign Out,200,OK,Thread Group 1-18,text,true,,5255,1285,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,3,0,0
1684310065396,3,Sign Out-0,302,Found,Thread Group 1-18,,true,,333,647,25,25,http://127.0.0.1:8080/jpetstore/actions/Account.action?signoff=,3,0,0
1684310065399,3,Sign Out-1,200,OK,Thread Group 1-18,text,true,,4922,638,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,3,0,0
1684310065513,8,Sign Out,200,OK,Thread Group 1-20,text,true,,5255,1285,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,2,0,0
1684310065513,2,Sign Out-0,302,Found,Thread Group 1-20,,true,,333,647,25,25,http://127.0.0.1:8080/jpetstore/actions/Account.action?signoff=,2,0,0
1684310065515,6,Sign Out-1,200,OK,Thread Group 1-20,text,true,,4922,638,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,6,0,0
1684310065579,2,Home,200,OK,Thread Group 1-2,text,true,,1351,196,25,25,http://localhost:8080/jpetstore/,1,0,0
1684310065584,2,Home,200,OK,Thread Group 1-3,text,true,,1351,196,25,25,http://localhost:8080/jpetstore/,2,0,0
1684310065641,5,Sign Out,200,OK,Thread Group 1-21,text,true,,5255,1285,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,2,0,0
1684310065641,2,Sign Out-0,302,Found,Thread Group 1-21,,true,,333,647,25,25,http://127.0.0.1:8080/jpetstore/actions/Account.action?signoff=,2,0,0
1684310065644,2,Sign Out-1,200,OK,Thread Group 1-21,text,true,,4922,638,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,2,0,0
1684310065700,5,Sign Out,200,OK,Thread Group 1-22,text,true,,5255,1285,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,3,0,0
1684310065700,3,Sign Out-0,302,Found,Thread Group 1-22,,true,,333,647,25,25,http://127.0.0.1:8080/jpetstore/actions/Account.action?signoff=,3,0,0
1684310065703,2,Sign Out-1,200,OK,Thread Group 1-22,text,true,,4922,638,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,2,0,0
1684310065707,1,Home,200,OK,Thread Group 1-5,text,true,,1351,196,25,25,http://localhost:8080/jpetstore/,1,0,0
1684310065730,1,Home,200,OK,Thread Group 1-4,text,true,,1351,196,25,25,http://localhost:8080/jpetstore/,1,0,0
1684310065759,4,Sign Out,200,OK,Thread Group 1-23,text,true,,5255,1285,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,2,0,0
1684310065759,2,Sign Out-0,302,Found,Thread Group 1-23,,true,,333,647,25,25,http://127.0.0.1:8080/jpetstore/actions/Account.action?signoff=,2,0,0
1684310065762,1,Sign Out-1,200,OK,Thread Group 1-23,text,true,,4922,638,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,1,0,0
1684310065770,5,Sign Out,200,OK,Thread Group 1-24,text,true,,5255,1285,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,3,0,0
1684310065770,3,Sign Out-0,302,Found,Thread Group 1-24,,true,,333,647,25,25,http://127.0.0.1:8080/jpetstore/actions/Account.action?signoff=,3,0,0
1684310065773,2,Sign Out-1,200,OK,Thread Group 1-24,text,true,,4922,638,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,2,0,0
1684310065771,9,Sign Out,200,OK,Thread Group 1-25,text,true,,5255,1285,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,2,0,0
1684310065771,2,Sign Out-0,302,Found,Thread Group 1-25,,true,,333,647,25,25,http://127.0.0.1:8080/jpetstore/actions/Account.action?signoff=,2,0,0
1684310065775,5,Sign Out-1,200,OK,Thread Group 1-25,text,true,,4922,638,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,5,0,0
1684310065817,2,Home,200,OK,Thread Group 1-6,text,true,,1351,196,25,25,http://localhost:8080/jpetstore/,2,0,0
1684310065895,2,Home,200,OK,Thread Group 1-8,text,true,,1351,196,25,25,http://localhost:8080/jpetstore/,2,0,0
1684310065925,1,Home,200,OK,Thread Group 1-7,text,true,,1351,196,25,25,http://localhost:8080/jpetstore/,1,0,0
1684310066155,1,Home,200,OK,Thread Group 1-9,text,true,,1351,196,25,25,http://localhost:8080/jpetstore/,1,0,0
1684310066162,2,Home,200,OK,Thread Group 1-10,text,true,,1351,196,25,25,http://localhost:8080/jpetstore/,2,0,0
1684310066173,1,Home,200,OK,Thread Group 1-11,text,true,,1351,196,25,25,http://localhost:8080/jpetstore/,1,0,0
1684310066348,1,Home,200,OK,Thread Group 1-12,text,true,,1351,196,25,25,http://localhost:8080/jpetstore/,1,0,0
1684310066448,2,Home,200,OK,Thread Group 1-14,text,true,,1351,196,25,25,http://localhost:8080/jpetstore/,2,0,0
1684310066527,1,Home,200,OK,Thread Group 1-13,text,true,,1351,196,25,25,http://localhost:8080/jpetstore/,1,0,0
1684310066534,1,Home,200,OK,Thread Group 1-15,text,true,,1351,196,25,25,http://localhost:8080/jpetstore/,1,0,0
1684310066678,1,Home,200,OK,Thread Group 1-16,text,true,,1351,196,25,25,http://localhost:8080/jpetstore/,1,0,0
1684310066717,1,Home,200,OK,Thread Group 1-17,text,true,,1351,196,25,25,http://localhost:8080/jpetstore/,1,0,0
1684310066874,2,Home,200,OK,Thread Group 1-19,text,true,,1351,196,25,25,http://localhost:8080/jpetstore/,2,0,0
1684310066929,3,Main Catalog,200,OK,Thread Group 1-1,text,true,,4832,468,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,3,0,0
1684310066957,2,Home,200,OK,Thread Group 1-18,text,true,,1351,196,25,25,http://localhost:8080/jpetstore/,2,0,0
1684310067082,1,Home,200,OK,Thread Group 1-20,text,true,,1351,196,25,25,http://localhost:8080/jpetstore/,1,0,0
1684310067120,3,Main Catalog,200,OK,Thread Group 1-2,text,true,,4832,468,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,3,0,0
1684310067149,1,Home,200,OK,Thread Group 1-21,text,true,,1351,196,25,25,http://localhost:8080/jpetstore/,1,0,0
1684310067171,4,Main Catalog,200,OK,Thread Group 1-3,text,true,,4832,468,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1684310067254,4,Main Catalog,200,OK,Thread Group 1-5,text,true,,4832,468,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1684310067264,1,Home,200,OK,Thread Group 1-22,text,true,,1351,196,25,25,http://localhost:8080/jpetstore/,1,0,0
1684310067278,1,Home,200,OK,Thread Group 1-24,text,true,,1351,196,25,25,http://localhost:8080/jpetstore/,1,0,0
1684310067324,2,Home,200,OK,Thread Group 1-23,text,true,,1351,196,25,25,http://localhost:8080/jpetstore/,2,0,0
1684310067330,4,Main Catalog,200,OK,Thread Group 1-4,text,true,,4832,468,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1684310067334,1,Home,200,OK,Thread Group 1-25,text,true,,1351,196,25,25,http://localhost:8080/jpetstore/,1,0,0
1684310067412,3,Main Catalog,200,OK,Thread Group 1-6,text,true,,4832,468,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,3,0,0
1684310067424,5,Main Catalog,200,OK,Thread Group 1-8,text,true,,4832,468,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,5,0,0
1684310067468,2,Main Catalog,200,OK,Thread Group 1-7,text,true,,4832,468,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1684310067681,2,Main Catalog,200,OK,Thread Group 1-10,text,true,,4832,468,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1684310067685,4,Main Catalog,200,OK,Thread Group 1-9,text,true,,4832,468,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1684310067736,2,Main Catalog,200,OK,Thread Group 1-11,text,true,,4832,468,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1684310067862,3,Main Catalog,200,OK,Thread Group 1-12,text,true,,4832,468,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,3,0,0
1684310068046,2,Main Catalog,200,OK,Thread Group 1-14,text,true,,4832,468,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1684310068064,3,Main Catalog,200,OK,Thread Group 1-13,text,true,,4832,468,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,3,0,0
1684310068127,2,Main Catalog,200,OK,Thread Group 1-15,text,true,,4832,468,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1684310068266,3,Main Catalog,200,OK,Thread Group 1-16,text,true,,4832,468,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,3,0,0
1684310068299,2,Main Catalog,200,OK,Thread Group 1-17,text,true,,4832,468,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1684310068440,4,Main Catalog,200,OK,Thread Group 1-19,text,true,,4832,468,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1684310068461,6,Login,200,OK,Thread Group 1-1,text,true,,5262,1715,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,3,0,0
1684310068461,3,Login-0,302,Found,Thread Group 1-1,,true,,193,985,25,25,http://127.0.0.1:8080/jpetstore/actions/Account.action,3,0,0
1684310068465,2,Login-1,200,OK,Thread Group 1-1,text,true,,5069,730,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,2,0,0
1684310068498,2,Main Catalog,200,OK,Thread Group 1-18,text,true,,4832,468,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1684310068609,3,Main Catalog,200,OK,Thread Group 1-20,text,true,,4832,468,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1684310068650,5,Login,200,OK,Thread Group 1-2,text,true,,5262,1715,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,3,0,0
1684310068650,3,Login-0,302,Found,Thread Group 1-2,,true,,193,985,25,25,http://127.0.0.1:8080/jpetstore/actions/Account.action,3,0,0
1684310068653,2,Login-1,200,OK,Thread Group 1-2,text,true,,5069,730,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,2,0,0
1684310068702,3,Main Catalog,200,OK,Thread Group 1-21,text,true,,4832,468,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,3,0,0
1684310068731,7,Login,200,OK,Thread Group 1-3,text,true,,5262,1715,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,5,0,0
1684310068731,5,Login-0,302,Found,Thread Group 1-3,,true,,193,985,25,25,http://127.0.0.1:8080/jpetstore/actions/Account.action,5,0,0
1684310068736,2,Login-1,200,OK,Thread Group 1-3,text,true,,5069,730,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,2,0,0
1684310068794,2,Main Catalog,200,OK,Thread Group 1-24,text,true,,4832,468,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1684310068811,3,Main Catalog,200,OK,Thread Group 1-22,text,true,,4832,468,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,3,0,0
1684310068842,1,Main Catalog,200,OK,Thread Group 1-23,text,true,,4832,468,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1684310068843,10,Login,200,OK,Thread Group 1-5,text,true,,5262,1715,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,4,0,0
1684310068843,4,Login-0,302,Found,Thread Group 1-5,,true,,193,985,25,25,http://127.0.0.1:8080/jpetstore/actions/Account.action,4,0,0
1684310068847,6,Login-1,200,OK,Thread Group 1-5,text,true,,5069,730,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,6,0,0
1684310068840,13,Login,200,OK,Thread Group 1-4,text,true,,5262,1715,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,7,0,0
1684310068840,7,Login-0,302,Found,Thread Group 1-4,,true,,193,985,25,25,http://127.0.0.1:8080/jpetstore/actions/Account.action,7,0,0
1684310068847,6,Login-1,200,OK,Thread Group 1-4,text,true,,5069,730,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,6,0,0
1684310068882,2,Main Catalog,200,OK,Thread Group 1-25,text,true,,4832,468,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1684310068957,7,Login,200,OK,Thread Group 1-8,text,true,,5262,1715,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,5,0,0
1684310068957,5,Login-0,302,Found,Thread Group 1-8,,true,,193,985,25,25,http://127.0.0.1:8080/jpetstore/actions/Account.action,5,0,0
1684310068962,2,Login-1,200,OK,Thread Group 1-8,text,true,,5069,730,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,2,0,0
1684310068972,14,Login,200,OK,Thread Group 1-6,text,true,,5262,1715,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,11,0,0
1684310068972,11,Login-0,302,Found,Thread Group 1-6,,true,,193,985,25,25,http://127.0.0.1:8080/jpetstore/actions/Account.action,11,0,0
1684310068983,3,Login-1,200,OK,Thread Group 1-6,text,true,,5069,730,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,3,0,0
1684310068997,6,Login,200,OK,Thread Group 1-7,text,true,,5262,1715,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,4,0,0
1684310068997,4,Login-0,302,Found,Thread Group 1-7,,true,,193,985,25,25,http://127.0.0.1:8080/jpetstore/actions/Account.action,4,0,0
1684310069001,2,Login-1,200,OK,Thread Group 1-7,text,true,,5069,730,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,2,0,0
1684310070027,41,Login,200,OK,Thread Group 1-11,text,true,,5262,1715,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,39,0,0
1684310070027,39,Login-0,302,Found,Thread Group 1-11,,true,,193,985,25,25,http://127.0.0.1:8080/jpetstore/actions/Account.action,39,0,0
1684310070066,2,Login-1,200,OK,Thread Group 1-11,text,true,,5069,730,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,2,0,0
1684310070028,52,Login,200,OK,Thread Group 1-16,text,true,,5262,1715,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,46,0,0
1684310070028,46,Login-0,302,Found,Thread Group 1-16,,true,,193,985,25,25,http://127.0.0.1:8080/jpetstore/actions/Account.action,46,0,0
1684310070074,6,Login-1,200,OK,Thread Group 1-16,text,true,,5069,730,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,6,0,0
1684310070031,70,Login,200,OK,Thread Group 1-18,text,true,,5262,1715,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,64,0,0
1684310070031,64,Login-0,302,Found,Thread Group 1-18,,true,,193,985,25,25,http://127.0.0.1:8080/jpetstore/actions/Account.action,64,0,0
1684310070095,6,Login-1,200,OK,Thread Group 1-18,text,true,,5069,730,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,5,0,0
1684310070031,70,Birds,200,OK,Thread Group 1-1,text,true,,3504,249,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=BIRDS,70,0,0
1684310070028,78,Login,200,OK,Thread Group 1-13,text,true,,5262,1715,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,52,0,0
1684310070028,52,Login-0,302,Found,Thread Group 1-13,,true,,193,985,25,25,http://127.0.0.1:8080/jpetstore/actions/Account.action,52,0,0
1684310070090,16,Login-1,200,OK,Thread Group 1-13,text,true,,5069,730,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,16,0,0
1684310069206,905,Login,200,OK,Thread Group 1-10,text,true,,5262,1715,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,7,0,0
1684310069206,7,Login-0,302,Found,Thread Group 1-10,,true,,193,985,25,25,http://127.0.0.1:8080/jpetstore/actions/Account.action,7,0,0
1684310069213,898,Login-1,200,OK,Thread Group 1-10,text,true,,5069,730,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,898,0,0
1684310070029,82,Login,200,OK,Thread Group 1-17,text,true,,5262,1715,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,56,0,0
1684310070029,56,Login-0,302,Found,Thread Group 1-17,,true,,193,985,25,25,http://127.0.0.1:8080/jpetstore/actions/Account.action,56,0,0
1684310070085,26,Login-1,200,OK,Thread Group 1-17,text,true,,5069,730,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,26,0,0
1684310070028,89,Login,200,OK,Thread Group 1-12,text,true,,5262,1715,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,27,0,0
1684310070028,27,Login-0,302,Found,Thread Group 1-12,,true,,193,985,25,25,http://127.0.0.1:8080/jpetstore/actions/Account.action,27,0,0
1684310070055,62,Login-1,200,OK,Thread Group 1-12,text,true,,5069,730,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,62,0,0
1684310070028,95,Login,200,OK,Thread Group 1-19,text,true,,5262,1715,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,17,0,0
1684310070028,17,Login-0,302,Found,Thread Group 1-19,,true,,193,985,25,25,http://127.0.0.1:8080/jpetstore/actions/Account.action,17,0,0
1684310070045,78,Login-1,200,OK,Thread Group 1-19,text,true,,5069,730,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,78,0,0
1684310070028,98,Login,200,OK,Thread Group 1-15,text,true,,5262,1715,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,78,0,0
1684310070028,78,Login-0,302,Found,Thread Group 1-15,,true,,193,985,25,25,http://127.0.0.1:8080/jpetstore/actions/Account.action,78,0,0
1684310070107,19,Login-1,200,OK,Thread Group 1-15,text,true,,5069,730,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,19,0,0
1684310070028,98,Login,200,OK,Thread Group 1-9,text,true,,5262,1715,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,72,0,0
1684310070028,72,Login-0,302,Found,Thread Group 1-9,,true,,193,985,25,25,http://127.0.0.1:8080/jpetstore/actions/Account.action,72,0,0
1684310070101,25,Login-1,200,OK,Thread Group 1-9,text,true,,5069,730,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,25,0,0
1684310070028,106,Login,200,OK,Thread Group 1-14,text,true,,5262,1715,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,63,0,0
1684310070028,63,Login-0,302,Found,Thread Group 1-14,,true,,193,985,25,25,http://127.0.0.1:8080/jpetstore/actions/Account.action,63,0,0
1684310070092,42,Login-1,200,OK,Thread Group 1-14,text,true,,5069,730,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,42,0,0
1684310070125,21,Login,200,OK,Thread Group 1-20,text,true,,5262,1715,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,17,0,0
1684310070125,17,Login-0,302,Found,Thread Group 1-20,,true,,193,985,25,25,http://127.0.0.1:8080/jpetstore/actions/Account.action,17,0,0
1684310070142,4,Login-1,200,OK,Thread Group 1-20,text,true,,5069,730,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,4,0,0
1684310070175,3,Birds,200,OK,Thread Group 1-2,text,true,,3504,249,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=BIRDS,3,0,0
1684310070267,10,Login,200,OK,Thread Group 1-21,text,true,,5262,1715,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,5,0,0
1684310070267,5,Login-0,302,Found,Thread Group 1-21,,true,,193,985,25,25,http://127.0.0.1:8080/jpetstore/actions/Account.action,5,0,0
1684310070272,5,Login-1,200,OK,Thread Group 1-21,text,true,,5069,730,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,5,0,0
1684310070289,5,Birds,200,OK,Thread Group 1-3,text,true,,3504,249,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=BIRDS,5,0,0
1684310070345,6,Login,200,OK,Thread Group 1-22,text,true,,5262,1715,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,3,0,0
1684310070345,3,Login-0,302,Found,Thread Group 1-22,,true,,193,985,25,25,http://127.0.0.1:8080/jpetstore/actions/Account.action,3,0,0
1684310070348,3,Login-1,200,OK,Thread Group 1-22,text,true,,5069,730,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,3,0,0
1684310070361,9,Login,200,OK,Thread Group 1-23,text,true,,5262,1715,25,25,http://127.0.0.1:8080/jpetstore/actions/Catalog.action,4,0,0
